ID,Nama Pekerjaan,Bidang Pekerjaan,Deskripsi Diri
1198,Kurir Barang,Logistik,"Mengambil kiriman atau barang dari sumbernya, seperti kantor pos, gudang, atau toko."
1199,Kurir Barang,Logistik,"Mengantarkan paket atau barang ke alamat tujuan dengan aman, tepat waktu, dan sesuai dengan instruksi pengiriman."
1200,Kurir Barang,Logistik,"Menyampaikan paket atau barang ke alamat yang dituju dengan aman, tepat waktu, dan sesuai instruksi pengiriman."
1201,Kurir Barang,Logistik,"Mengirimkan paket atau barang ke alamat yang dituju dengan aman, tepat waktu, dan sesuai petunjuk pengiriman."
1202,Kurir Barang,Logistik,Meminta tanda terima atau konfirmasi pengiriman dari penerima untuk mencatat bahwa pengiriman telah sukses.
1203,Kurir Barang,Logistik,Meminta bukti terima atau konfirmasi pengiriman dari penerima untuk mencatat bahwa pengiriman berhasil.
1204,Kurir Barang,Logistik,Meminta konfirmasi pengiriman dari penerima sebagai tanda bahwa pengiriman telah berhasil.
1205,Freelance Dekorasi Kustom,Kreatif,"Merancang dekorasi khusus atau proyek desain sesuai dengan keinginan klien, yang meliputi desain interior, dekorasi ruang, atau dekorasi acara."
1206,Freelance Dekorasi Kustom,Kreatif,"Membuat dekorasi khusus atau proyek desain sesuai dengan keinginan klien, termasuk desain interior, dekorasi ruang, atau dekorasi acara."
1207,Freelance Dekorasi Kustom,Kreatif,"Menyusun dekorasi khusus atau proyek desain sesuai dengan keinginan klien, seperti desain interior, dekorasi ruang, atau dekorasi acara."
1208,Freelance Dekorasi Kustom,Kreatif,"Mencari, memilih, dan mengumpulkan bahan atau dekorasi yang diperlukan untuk melengkapi desain yang direncanakan."
1209,Freelance Dekorasi Kustom,Kreatif,"Mencari, memilih, dan mengumpulkan bahan atau dekorasi yang dibutuhkan untuk melengkapi desain yang telah direncanakan."
1210,Freelance Dekorasi Kustom,Kreatif,"Menelusuri, memilih, dan mengumpulkan bahan atau dekorasi yang diperlukan untuk menyelesaikan desain yang direncanakan."
1211,Freelance Dekorasi Kustom,Kreatif,"Melaksanakan desain yang telah disetujui, baik dengan melakukan instalasi langsung di lokasi atau menyusun dekorasi sesuai dengan instruksi yang telah dibuat."
1212,Freelance Dekorasi Kustom,Kreatif,"Mengimplementasikan desain yang telah disetujui, entah dengan melakukan instalasi langsung di lokasi atau menyusun dekorasi sesuai dengan instruksi yang telah dibuat."
1213,Freelance Dekorasi Kustom,Kreatif,"Melakukan desain yang telah disetujui, baik dengan melakukan instalasi langsung di lokasi atau menyusun dekorasi sesuai dengan petunjuk yang telah dibuat."
1214,Pembantu Katering,Pelayanan,"Membantu dalam menyajikan hidangan, mengatur meja, menyusun hidangan, dan memastikan presentasi makanan yang menarik."
1215,Pembantu Katering,Pelayanan,"Membantu dalam penyajian hidangan, pengaturan meja, menyusun hidangan, serta memastikan tampilan makanan yang menarik."
1216,Pembantu Katering,Pelayanan,"Memberikan bantuan dalam penyajian hidangan, mengatur meja, menyusun hidangan, dan memastikan tampilan makanan yang menarik."
1217,Pembantu Katering,Pelayanan,"Membantu dalam pengaturan logistik seperti transportasi, pengiriman, atau pengaturan tempat sesuai dengan rencana katering."
1218,Pembantu Katering,Pelayanan,"Menyokong dalam pengelolaan logistik seperti transportasi, pengiriman, atau pengaturan tempat sesuai rencana katering."
1219,Pembantu Katering,Pelayanan,"Berperan dalam mengorganisir logistik seperti transportasi, pengiriman, atau pengaturan tempat sesuai dengan rencana katering."
1220,Pembantu Katering,Pelayanan,"Membantu dalam persiapan makanan, termasuk memotong, membersihkan, dan mengolah bahan makanan sesuai instruksi katering."
1221,Pembantu Katering,Pelayanan,"Memberikan kontribusi dalam persiapan makanan, mencakup pemotongan, pembersihan, dan pengolahan bahan makanan sesuai petunjuk katering."
1222,Pembantu Katering,Pelayanan,"Berkontribusi dalam mempersiapkan makanan, seperti memotong, membersihkan, dan mengolah bahan makanan sesuai arahan katering."
1223,Penulis Lepas (Writer),Kreatif,Melakukan riset mendalam tentang topik yang ditentukan untuk mengumpulkan informasi yang akurat dan relevan.
1224,Penulis Lepas (Writer),Kreatif,Mengadakan penelitian mendalam mengenai topik yang telah ditetapkan untuk menghimpun informasi yang akurat dan relevan.
1225,Penulis Lepas (Writer),Kreatif,Melaksanakan riset mendalam mengenai topik yang ditetapkan untuk mengumpulkan informasi yang akurat dan relevan.
1226,Penulis Lepas (Writer),Kreatif,"Menulis artikel, blog, naskah, laporan, atau konten lainnya sesuai dengan brief yang diberikan atau topik yang ditetapkan."
1227,Penulis Lepas (Writer),Kreatif,"Menyusun artikel, blog, naskah, laporan, atau konten lain sesuai dengan instruksi atau topik yang telah ditentukan."
1228,Penulis Lepas (Writer),Kreatif,"Membuat artikel, blog, naskah, laporan, atau konten lainnya sesuai dengan brief yang diberikan atau topik yang telah ditetapkan."
1229,Penulis Lepas (Writer),Kreatif,"Melakukan pengeditan, revisi, dan proofreading terhadap tulisan sendiri untuk memastikan keakuratan, kohesi, dan kualitas tulisan."
1230,Penulis Lepas (Writer),Kreatif,"Melakukan pengeditan, revisi, dan proofreading pada tulisan sendiri untuk memastikan keakuratan, konsistensi, dan kualitas tulisan."
1231,Penulis Lepas (Writer),Kreatif,"Mengedit, merevisi, dan melakukan proofreading pada tulisan sendiri untuk menjamin keakuratan, keselarasan, dan kualitas tulisan."
1232,Petugas Survey (Surveyor),Pelayanan,Merencanakan metode dan strategi survei yang efektif untuk mengumpulkan data yang diperlukan.
1233,Petugas Survey (Surveyor),Pelayanan,Mengatur strategi dan metode survei yang efektif guna menghimpun data yang diperlukan.
1234,Petugas Survey (Surveyor),Pelayanan,Merancang strategi survei dan metode yang efisien untuk mengumpulkan data yang diperlukan.
1235,Petugas Survey (Surveyor),Pelayanan,"Melakukan survei lapangan dengan mengumpulkan informasi, mewawancarai responden, atau melakukan pengukuran fisik sesuai dengan tujuan survei."
1236,Petugas Survey (Surveyor),Pelayanan,"Mengumpulkan informasi lapangan, melakukan wawancara dengan responden, dan melakukan pengukuran fisik sesuai keperluan survei."
1237,Petugas Survey (Surveyor),Pelayanan,"Melaksanakan survei lapangan dengan menghimpun informasi, mewawancarai responden, atau melakukan pengukuran fisik sesuai dengan maksud survei."
1238,Petugas Survey (Surveyor),Pelayanan,"Menyusun laporan hasil survei dengan ringkas dan jelas, serta menyampaikan temuan atau rekomendasi kepada klien atau pihak yang berkepentingan."
1239,Petugas Survey (Surveyor),Pelayanan,"Menyusun laporan hasil survei yang singkat dan jelas, serta menyajikan temuan atau rekomendasi kepada klien atau pihak yang berkepentingan."
1240,Petugas Survey (Surveyor),Pelayanan,"Membuat laporan hasil survei yang ringkas dan jelas, juga menyampaikan temuan atau saran kepada klien atau pihak yang terkait."
1241,Helper Pencuci Mobil,Pelayanan,"Mencuci kendaraan dengan menggunakan peralatan yang tepat, seperti semprotan air, sabun khusus mobil, dan alat pembersih lainnya."
1242,Helper Pencuci Mobil,Pelayanan,"Melakukan pencucian kendaraan menggunakan peralatan yang sesuai, seperti semprotan air, sabun mobil khusus, dan peralatan pembersih lainnya."
1243,Helper Pencuci Mobil,Pelayanan,"Membersihkan kendaraan dengan peralatan yang tepat, termasuk semprotan air, sabun mobil khusus, dan peralatan pembersih lainnya."
1244,Helper Pencuci Mobil,Pelayanan,"Membersihkan bagian luar mobil dari kotoran, debu, atau noda, serta membersihkan bagian dalam mobil seperti kaca, dashboard, atau kursi."
1245,Helper Pencuci Mobil,Pelayanan,"Menghilangkan kotoran, debu, atau noda dari bagian luar mobil, dan melakukan pembersihan bagian dalam seperti kaca, dashboard, atau kursi."
1246,Helper Pencuci Mobil,Pelayanan,"Membersihkan eksterior mobil dari kotoran, debu, atau noda, juga membersihkan bagian interior seperti kaca, dashboard, atau kursi."
1247,Helper Pencuci Mobil,Pelayanan,"Melakukan detailing tambahan jika diperlukan, seperti pembersihan kedetailan pada bagian-bagian tertentu atau perlakuan khusus pada cat."
1248,Helper Pencuci Mobil,Pelayanan,"Menyediakan layanan detailing tambahan jika dibutuhkan, seperti membersihkan secara detail pada area tertentu atau perawatan khusus pada cat."
1249,Helper Pencuci Mobil,Pelayanan,"Memberikan detailing ekstra bila perlu, termasuk membersihkan detail di area tertentu atau melakukan perawatan khusus pada cat mobil."
1250,Store Assistant,Pelayanan,"Memberikan bantuan kepada pelanggan, menjawab pertanyaan mereka, serta memberikan informasi tentang produk atau layanan yang ditawarkan di toko."
1251,Store Assistant,Pelayanan,"Membantu pelanggan dengan menjawab pertanyaan mereka, memberikan informasi tentang produk atau layanan yang tersedia di toko."
1252,Store Assistant,Pelayanan,Memberikan asistensi kepada pelanggan dengan memberikan informasi mengenai produk atau layanan yang ada di toko.
1253,Store Assistant,Pelayanan,Menata dan menyusun barang di rak atau area penjualan dengan rapi agar mudah diakses oleh pelanggan.
1254,Store Assistant,Pelayanan,Melakukan penataan barang di rak atau area penjualan dengan rapi agar mudah dijangkau oleh pelanggan.
1255,Store Assistant,Pelayanan,Mengatur dan merapikan barang di rak atau area penjualan agar mudah diakses oleh pelanggan.
1256,Store Assistant,Pelayanan,"Membantu dalam manajemen persediaan dengan menghitung stok, merapikan barang di gudang, dan memberikan laporan kebutuhan stok kepada manajemen."
1257,Store Assistant,Pelayanan,"Membantu dalam mengelola persediaan dengan melakukan inventarisasi, merapikan barang di gudang, dan memberikan laporan kebutuhan stok ke manajemen."
1258,Store Assistant,Pelayanan,"Berperan dalam manajemen stok dengan melakukan perhitungan, penataan barang di gudang, dan memberikan laporan kebutuhan stok kepada manajemen."
1259,Driver Motor,Logistik,Mengantarkan barang atau membawa penumpang dari satu lokasi ke lokasi lain sesuai dengan permintaan atau jadwal yang telah ditentukan.
1260,Driver Motor,Logistik,Mengantarkan barang atau mengangkut penumpang dari satu lokasi ke lokasi lain sesuai dengan jadwal atau permintaan yang ada.
1261,Driver Motor,Logistik,Melakukan pengantaran barang atau mengambil penumpang dari satu tempat ke tempat lain sesuai dengan jadwal atau permintaan yang telah ditentukan.
1262,Driver Motor,Logistik,Menentukan rute tercepat dan teraman untuk sampai ke lokasi tujuan dengan menggunakan peta atau aplikasi navigasi jika diperlukan.
1263,Driver Motor,Logistik,Memilih rute tercepat dan teraman untuk mencapai tujuan dengan menggunakan peta atau aplikasi navigasi jika perlu.
1264,Driver Motor,Logistik,Menentukan jalur tercepat dan aman untuk mencapai destinasi menggunakan peta atau aplikasi navigasi sesuai kebutuhan.
1265,Driver Motor,Logistik,"Mematuhi peraturan lalu lintas, mengendarai dengan aman, menggunakan perlengkapan keselamatan, dan mengutamakan keselamatan penumpang dan barang."
1266,Driver Motor,Logistik,"Patuh terhadap peraturan lalu lintas, mengemudi dengan aman, memakai peralatan keselamatan, serta menjaga keselamatan penumpang dan barang."
1267,Driver Motor,Logistik,"Mengikuti aturan lalu lintas, mengemudi dengan keamanan, memakai peralatan keselamatan, serta mengutamakan keselamatan penumpang dan barang."
1268,Driver Mobil,Logistik,Mengantarkan penumpang dari satu lokasi ke lokasi lain sesuai dengan permintaan atau jadwal yang telah ditentukan.
1269,Driver Mobil,Logistik,Membawa penumpang dari satu tempat ke tempat lain sesuai permintaan atau jadwal yang sudah ditentukan.
1270,Driver Mobil,Logistik,Mengemudi dan mengantar penumpang dari lokasi ke lokasi lain sesuai dengan jadwal atau permintaan yang ada.
1271,Driver Mobil,Logistik,"Menentukan rute terbaik untuk mencapai tujuan dengan efisien, menggunakan aplikasi navigasi atau pengetahuan lokal untuk menghindari lalu lintas padat atau jalan yang macet."
1272,Driver Mobil,Logistik,"Memilih jalur terbaik untuk sampai ke tujuan dengan efisien, menggunakan aplikasi navigasi atau pengetahuan lokal untuk menghindari kemacetan atau lalu lintas padat."
1273,Driver Mobil,Logistik,"Menentukan jalur teroptimal untuk mencapai tujuan dengan efisien, menggunakan aplikasi navigasi atau pengetahuan lokal untuk menghindari kemacetan atau lalu lintas padat."
1274,Driver Mobil,Logistik,"Mematuhi peraturan lalu lintas, mengendarai dengan aman, menggunakan seatbelt, dan memastikan keselamatan penumpang serta barang yang diangkut."
1275,Driver Mobil,Logistik,"Patuh pada aturan lalu lintas, mengemudi dengan aman, memakai sabuk pengaman, serta menjamin keselamatan penumpang dan barang yang dibawa."
1276,Driver Mobil,Logistik,"Mengikuti aturan lalu lintas, mengemudi dengan aman, menggunakan sabuk pengaman, serta menjaga keselamatan penumpang dan barang yang diangkut."
1277,Navigator Driver,Logistik,"Memberikan arahan dan petunjuk kepada driver, membantu dalam memilih jalur terbaik, dan memberikan informasi tentang kondisi jalan atau rute yang diambil."
1278,Navigator Driver,Logistik,"Membimbing driver dengan memberikan petunjuk, membantu dalam memilih jalur terbaik, serta memberikan informasi mengenai kondisi jalan atau rute yang akan diambil."
1279,Navigator Driver,Logistik,"Memberi panduan kepada driver, membantu dalam pemilihan jalur terbaik, serta memberikan informasi terkait kondisi jalan atau rute yang diambil."
1280,Navigator Driver,Logistik,"Merencanakan rute terbaik untuk mencapai tujuan dengan efisien, mempertimbangkan lalu lintas, jarak, dan waktu tempuh."
1281,Navigator Driver,Logistik,"Mempersiapkan rute terbaik untuk mencapai destinasi dengan efisien, mempertimbangkan kondisi lalu lintas, jarak, dan waktu tempuh."
1282,Navigator Driver,Logistik,"Menyusun jalur terbaik untuk sampai ke tujuan dengan efisien, memperhitungkan situasi lalu lintas, jarak, dan waktu perjalanan."
1283,Navigator Driver,Logistik,"Menyediakan informasi tentang lokasi, tempat makan, bensin, dan fasilitas lainnya di sepanjang rute perjalanan."
1284,Navigator Driver,Logistik,"Memberikan informasi mengenai lokasi, restoran, pompa bensin, serta fasilitas lainnya sepanjang rute perjalanan."
1285,Navigator Driver,Logistik,"Memberikan informasi terkait lokasi, tempat makan, bahan bakar, dan fasilitas lainnya yang ada di sepanjang perjalanan."
1286,Guru Mandarin,Pendidikan,"Mengajar murid-murid cara berbicara, menulis, membaca, dan memahami bahasa Mandarin dengan baik."
1287,Guru Mandarin,Pendidikan,"Membimbing siswa dalam keterampilan berbicara, menulis, membaca, dan pemahaman bahasa Mandarin dengan baik."
1288,Guru Mandarin,Pendidikan,"Mendidik murid-murid dalam berbicara, menulis, membaca, dan memahami bahasa Mandarin dengan baik."
1289,Guru Mandarin,Pendidikan,"Membantu siswa memperoleh pemahaman yang baik tentang struktur, kosakata, serta aspek budaya yang terkait dengan bahasa Mandarin."
1290,Guru Mandarin,Pendidikan,"Membimbing siswa untuk memahami struktur, kosakata, serta aspek budaya yang berkaitan dengan bahasa Mandarin."
1291,Guru Mandarin,Pendidikan,"Mengajarkan siswa untuk memahami struktur, kosakata, dan aspek budaya yang terkait dengan bahasa Mandarin."
1292,Guru Mandarin,Pendidikan,"Mengevaluasi kemajuan siswa dalam memahami dan menggunakan bahasa Mandarin melalui tes, ujian, dan tugas-tugas."
1293,Guru Mandarin,Pendidikan,"Menilai perkembangan siswa dalam penguasaan dan penggunaan bahasa Mandarin melalui tes, ujian, dan tugas-tugas."
1294,Guru Mandarin,Pendidikan,"Menilai kemajuan siswa dalam memahami serta menggunakan bahasa Mandarin melalui serangkaian tes, ujian, dan tugas."
1295,Fotografer,Kreatif,"Melakukan sesi pemotretan dengan menggunakan peralatan fotografi yang tepat, mengatur pencahayaan, komposisi, dan arah pengambilan gambar."
1296,Fotografer,Kreatif,"Mengadakan sesi pemotretan dengan alat fotografi yang sesuai, mengatur pencahayaan, komposisi, serta arah pengambilan gambar."
1297,Fotografer,Kreatif,"Mengatur sesi pemotretan dengan menggunakan peralatan fotografi yang tepat, mengatur pencahayaan, komposisi, dan arah pengambilan gambar."
1298,Fotografer,Kreatif,"Mengatur dan mengarahkan sesi foto, baik itu untuk potret, acara, pemandangan, mode, produk, atau subjek lainnya."
1299,Fotografer,Kreatif,"Menyusun dan memandu sesi foto, baik itu untuk potret, acara, pemandangan, mode, produk, atau subjek lainnya."
1300,Fotografer,Kreatif,"Mengorganisir dan mengarahkan sesi foto untuk potret, acara, pemandangan, mode, produk, atau subjek lainnya."
1301,Fotografer,Kreatif,Mengedit dan memproses foto menggunakan perangkat lunak foto untuk meningkatkan kualitas dan memenuhi kebutuhan klien.
1302,Fotografer,Kreatif,Menyunting dan memproses foto dengan software foto guna meningkatkan kualitas serta memenuhi permintaan klien.
